kmage;mileage;price_rub;price_usd;vol;power;fuel
0;0;697000;9486,2600;1,6;82;Бензин
0;0;1030000;14018,4300;1,6;113;Бензин
0;0;537000;7308,6400;1,6;82;Бензин
0;0;622000;8465,5000;1,6;82;Бензин
0;0;849000;11555,0000;1,6;82;Бензин
0;0;1055000;14358,6800;1,6;113;Бензин
0;0;972000;13229,0400;1,6;113;Бензин
0;0;880000;11976,9100;1,6;82;Бензин
0;0;775963;10560,9500;1,6;82;Бензин
0;0;950000;12929,6200;1,6;102;Бензин
0;0;880000;11976,9100;1,6;82;Бензин
0;0;973000;13242,6500;1,6;113;Бензин
0;0;871000;11854,4200;1,6;82;Бензин
0;0;950000;12929,6200;1,6;102;Бензин
0;0;943000;12834,3500;1,6;82;Бензин
70000;43496;650000;8846,5800;1,6;82;Бензин
69000;42875;610000;8302,1800;1,6;82;Бензин
0;0;919000;12507,7100;1,6;102;Бензин
0;0;870000;11840,8100;1,6;82;Бензин
0;0;1000722;13619,9500;1,6;102;Бензин
105000;65244;460000;6260,6600;1,6;103;Бензин
0;0;636000;8656,0400;1,6;82;Бензин
0;0;950000;12929,6200;1,6;102;Бензин
5;3;911500;12405,6300;1,6;113;Бензин
0;0;950000;12929,6200;1,6;102;Бензин
0;0;920000;12521,3200;1,6;113;Бензин
0;0;874855;11906,8900;1,6;102;Бензин
0;0;1029000;14004,8200;1,6;102;Бензин
0;0;950000;12929,6200;1,6;102;Бензин
0;0;950000;12929,6200;1,6;102;Бензин
0;0;879000;11963,3000;1,6;113;Бензин
0;0;941000;12807,1300;1,6;102;Бензин
0;0;963000;13106,5500;1,6;113;Бензин
0;0;1003000;13650,9600;1,6;102;Бензин
0;0;819000;11146,6900;1,6;82;Бензин
252000;156585;300000;4083,0400;1,4;75;Бензин
0;0;1029000;14004,8200;1,6;102;Бензин
0;0;931000;12671,0300;1,6;102;Бензин
0;0;757000;10302,8700;1,6;102;Бензин
0;0;956000;13011,2800;1,6;102;Бензин
70000;43496;495000;6737,0100;1,6;84;Бензин
0;0;1013000;13787,0600;1,6;102;Бензин
0;0;922000;12548,5400;1,6;82;Бензин
0;0;924000;12575,7600;1,6;102;Бензин
0;0;870000;11840,8100;1,6;82;Бензин
0;0;714000;9717,6300;1,6;82;Бензин
0;0;950000;12929,6200;1,6;102;Бензин
0;0;959000;13052,1100;1,6;82;Бензин
0;0;1013000;13787,0600;1,6;102;Бензин
0;0;908000;12358,0000;1,6;113;Бензин
0;0;1029000;14004,8200;1,6;102;Бензин
0;0;1032124;14047,3400;1,6;113;Бензин
0;0;963000;13106,5500;1,6;113;Бензин
0;0;940000;12793,5200;1,6;102;Бензин
0;0;950000;12929,6200;1,6;102;Бензин
0;0;987000;13433,2000;1,6;113;Бензин
0;0;861000;11718,3200;1,6;82;Бензин
0;0;959000;13052,1100;1,6;82;Бензин
49215;30581;720000;9799,2900;1,6;102;Бензин
0;0;843000;11473,3400;1,6;113;Бензин
0;0;916000;12466,8800;1,6;102;Бензин
0;0;889000;12099,4000;1,6;113;Бензин
0;0;909000;12371,6100;1,6;102;Бензин
0;0;767000;10438,9700;1,6;113;Бензин
54213;33686;610000;8302,1800;1,6;82;Бензин
0;0;973000;13242,6500;1,6;113;Бензин
0;0;973000;13242,6500;1,6;113;Бензин
0;0;771000;10493,4100;1,6;113;Бензин
0;0;859000;11691,1000;1,6;113;Бензин
0;0;907000;12344,3900;1,6;113;Бензин
0;0;721300;9816,9800;1,6;82;Бензин
0;0;789000;10738,3900;1,6;102;Бензин
0;0;938000;12766,3000;1,6;113;Бензин
0;0;810000;11024,2000;1,6;102;Бензин
0;0;717000;9758,4600;1,6;82;Бензин
0;0;920000;12521,3200;1,6;113;Бензин
0;0;983000;13378,7500;1,6;113;Бензин
0;0;731000;9949,0000;1,6;82;Бензин
35000;21748;625000;8506,3300;1,6;82;Бензин
0;0;938000;12766,3000;1,6;113;Бензин
0;0;801000;10901,7100;1,6;102;Бензин
0;0;823000;11201,1300;1,6;113;Бензин
0;0;727000;9894,5600;1,6;82;Бензин
0;0;873000;11881,6400;1,6;102;Бензин
93398;58035;639000;8696,8700;1,6;102;Бензин
0;0;771000;10493,4100;1,6;113;Бензин
0;0;739000;10057,8800;1,6;113;Бензин
0;0;771300;10497,4900;1,6;82;Бензин
0;0;1003000;13650,9600;1,6;102;Бензин
182000;113090;341000;4641,0500;1,4;75;Бензин
0;0;824000;11214,7400;1,6;113;Бензин
0;0;843000;11473,3400;1,6;113;Бензин
0;0;843000;11473,3400;1,6;113;Бензин
0;0;801000;10901,7100;1,6;102;Бензин
0;0;973000;13242,6500;1,6;113;Бензин
0;0;936000;12739,0800;1,6;113;Бензин
0;0;863000;11745,5400;1,6;102;Бензин
0;0;771300;10497,4900;1,6;82;Бензин
0;0;788000;10724,7800;1,6;102;Бензин
0;0;807300;10987,4600;1,6;113;Бензин
0;0;514000;6995,6100;1,6;82;Бензин
0;0;646000;8792,1400;1,6;82;Бензин
0;0;769000;10466,1900;1,6;113;Бензин
0;0;799000;10874,4900;1,6;102;Бензин
20797;12923;849907;11567,3400;1,6;102;Бензин
0;0;773000;10520,6300;1,6;113;Бензин
0;0;873000;11881,6400;1,6;102;Бензин
0;0;736000;10017,0500;1,6;102;Бензин
0;0;746000;10153,1500;1,6;102;Бензин
22334;13878;849000;11555,0000;1,6;113;Бензин
0;0;716000;9744,8500;1,6;113;Бензин
0;0;635000;8642,4300;1,6;113;Бензин
0;0;729000;9921,7800;1,6;82;Бензин
0;0;799000;10874,4900;1,6;102;Бензин
0;0;746000;10153,1500;1,6;102;Бензин
0;0;853700;11618,9700;1,6;102;Бензин
0;0;667000;9077,9500;1,6;113;Бензин
0;0;818000;11133,0800;1,6;113;Бензин
0;0;578000;7866,6500;1,6;82;Бензин
0;0;763000;10384,5300;1,6;82;Бензин
0;0;787000;10711,1700;1,6;113;Бензин
0;0;746000;10153,1500;1,6;102;Бензин
0;0;636000;8656,0400;1,6;82;Бензин
0;0;584000;7948,3100;1,6;82;Бензин
0;0;746000;10153,1500;1,6;102;Бензин
0;0;763000;10384,5300;1,6;113;Бензин
0;0;799000;10874,4900;1,6;102;Бензин
0;0;646000;8792,1400;1,6;82;Бензин
0;0;676000;9200,4500;1,6;113;Бензин
0;0;716000;9744,8500;1,6;113;Бензин
0;0;737000;10030,6600;1,6;82;Бензин
0;0;746000;10153,1500;1,6;102;Бензин
0;0;818000;11133,0800;1,6;113;Бензин
0;0;612000;8329,4000;1,6;82;Бензин
0;0;746000;10153,1500;1,6;102;Бензин
0;0;736000;10017,0500;1,6;102;Бензин
78000;48467;385000;5239,9000;1,6;103;Бензин
0;0;676000;9200,4500;1,6;82;Бензин
0;0;818000;11133,0800;1,6;113;Бензин
0;0;773000;10520,6300;1,6;113;Бензин
0;0;713000;9704,0200;1,6;82;Бензин
94000;58409;499750;6801,6600;1,6;84;Бензин
0;0;671300;9136,4800;1,6;102;Бензин
22256;13829;750000;10207,6000;1,6;82;Бензин
41597;25847;575000;7825,8200;1,6;82;Бензин
55856;34707;659389;8974,3700;1,6;113;Бензин
61000;37904;808750;11007,1900;1,6;113;Бензин
0;0;1089000;14821,4300;1,6;113;Бензин
0;0;734000;9989,8300;1,6;113;Бензин
84000;52195;400000;5444,0500;1,4;75;Бензин
0;0;707000;9622,3600;1,6;102;Бензин
37000;22991;838750;11415,4900;1,6;113;Бензин
0;0;775000;10547,8500;1,6;102;Бензин
151000;93827;409747;5576,7100;1,6;103;Бензин
37000;22991;628000;8547,1600;1,6;82;Бензин
55243;34326;629000;8560,7700;1,6;82;Бензин
0;0;700600;9535,2500;1,6;113;Бензин
38000;23612;829877;11294,7300;1,6;102;Бензин
0;0;873000;11881,6400;1,6;102;Бензин
0;0;833000;11337,2400;1,6;102;Бензин
0;0;834400;11356,2900;1,6;113;Бензин
0;0;802000;10915,3200;1,6;102;Бензин
0;0;803000;10928,9300;1,6;82;Бензин
0;0;682000;9282,1100;1,6;82;Бензин
0;0;824000;11214,7400;1,6;113;Бензин
0;0;797000;10847,2700;1,6;102;Бензин
22307;13861;780000;10615,9000;1,6;82;Бензин
0;0;773000;10520,6300;1,6;102;Бензин
0;0;771000;10493,4100;1,6;113;Бензин
0;0;736000;10017,0500;1,6;82;Бензин
0;0;731000;9949,0000;1,6;82;Бензин
118000;73322;530000;7213,3700;1,6;82;Бензин
0;0;707000;9622,3600;1,6;102;Бензин
0;0;740000;10071,4900;1,6;82;Бензин
0;0;732800;9973,5000;1,6;82;Бензин
0;0;843000;11473,3400;1,6;113;Бензин
118000;73322;498000;6777,8400;1,6;102;Бензин
67780;42117;589000;8016,3600;1,6;82;Бензин
55694;34607;624000;8492,7200;1,6;82;Бензин
0;0;677000;9214,0600;1,6;113;Бензин
0;0;811800;11048,7000;1,6;102;Бензин
159315;98994;365000;4967,7000;1,6;84;Бензин
0;0;736700;10026,5800;1,6;102;Бензин
0;0;865000;11772,7600;1,6;102;Бензин
142600;88608;420000;5716,2500;1,6;103;Бензин
106000;65865;475000;6464,8100;1,6;82;Бензин
180000;111847;300000;4083,0400;1,4;75;Бензин
64000;39768;692000;9418,2100;1,6;102;Бензин
80000;49710;750000;10207,6000;1,6;82;Бензин
166675;103567;320000;4355,2400;1,4;75;Бензин
125000;77671;480000;6532,8600;1,6;84;Бензин
327757;203659;299000;4069,4300;1,6;84;Бензин
35000;21748;735000;10003,4400;1,6;113;Бензин
79265;49253;615000;8370,2300;1,6;82;Бензин
149028;92602;309000;4205,5300;1,4;75;Бензин
127870;79455;405000;5512,1000;1,6;84;Бензин
25666;15948;657000;8941,8500;1,6;82;Бензин
68017;42264;447000;6083,7300;1,6;84;Бензин
157498;97865;299000;4069,4300;1,4;75;Бензин
54346;33769;569000;7744,1600;1,6;82;Бензин
145000;90099;549000;7471,9600;1,6;82;Бензин
25000;15534;800000;10888,1000;1,6;113;Бензин
0;0;716900;9757,1000;1,6;82;Бензин
140000;86992;360000;4899,6500;1,4;75;Бензин
59600;37034;415000;5648,2000;1,6;103;Бензин
50371;31299;599900;8164,7200;1,6;82;Бензин
0;0;744800;10136,8200;1,6;113;Бензин
0;0;744800;10136,8200;1,6;113;Бензин
0;0;783000;10656,7300;1,6;113;Бензин
0;0;691000;9404,6000;1,6;113;Бензин
86000;53438;325000;4423,2900;1,6;84;Бензин
89000;55302;709900;9661,8300;1,6;102;Бензин
63000;39146;590000;8029,9700;1,6;82;Бензин
119758;74414;530000;7213,3700;1,6;102;Бензин
14000;8699;875000;11908,8600;1,6;82;Бензин
47530;29534;657000;8941,8500;1,6;102;Бензин
0;0;776000;10561,4600;1,6;82;Бензин
0;0;752900;10247,0600;1,6;113;Бензин
29636;18415;785000;10683,9500;1,6;113;Бензин
0;0;786000;10697,5600;1,6;82;Бензин
62532;38856;725000;9867,3400;1,6;102;Бензин
50000;31069;480000;6532,8600;1,6;84;Бензин
9002;5594;640000;8710,4800;1,6;82;Бензин
41000;25476;780000;10615,9000;1,6;82;Бензин
149000;92584;315000;4287,1900;1,4;75;Бензин
55000;34175;760000;10343,7000;1,6;102;Бензин
193000;119925;320000;4355,2400;1,4;75;Бензин
95000;59030;509000;6927,5500;1,6;82;Бензин
97000;60273;625000;8506,3300;1,6;102;Бензин
218834;135977;380000;5171,8500;1,6;84;Бензин
99600;61889;490000;6668,9600;1,6;82;Бензин
108000;67108;375000;5103,8000;1,4;75;Бензин
122000;75807;369000;5022,1400;1,6;84;Бензин
251000;155964;360000;4899,6500;1,6;103;Бензин
19032;11826;710000;9663,1900;1,6;82;Бензин
255000;158450;340000;4627,4400;1,4;75;Бензин
0;0;666000;9064,3400;1,6;113;Бензин
112610;69973;480000;6532,8600;1,6;84;Бензин
41000;25476;410000;5580,1500;1,6;84;Бензин
0;0;635000;8642,4300;1,6;113;Бензин
68000;42253;730000;9935,3900;1,6;82;Бензин
70400;43745;680000;9254,8900;1,6;102;Бензин
950;590;550000;7485,5700;1,6;113;Бензин
121500;75497;600000;8166,0800;1,6;82;Бензин
170000;105633;450000;6124,5600;1,6;84;Бензин
118486;73624;704900;9593,7800;1,6;82;Бензин
73000;45360;295000;4014,9900;1,4;75;Бензин
160000;99419;358000;4872,4300;1,4;75;Бензин
67000;41632;798000;10860,8800;1,6;102;Бензин
137179;85239;650900;8858,8300;1,6;84;Бензин
112478;69891;747900;10179,0100;1,6;113;Бензин
52000;32311;700000;9527,0900;1,6;102;Бензин
75000;46603;700000;9527,0900;1,6;82;Бензин
28326;17601;660000;8982,6800;1,6;82;Бензин
157000;97555;380000;5171,8500;1,6;84;Бензин
0;0;774000;10534,2400;1,6;113;Бензин
109000;67729;555000;7553,6200;1,6;82;Бензин
0;0;682000;9282,1100;1,6;113;Бензин
0;0;758000;10316,4800;1,6;113;Бензин
73105;45425;349000;4749,9300;1,4;75;Бензин
76600;47597;839000;11418,9000;1,6;102;Бензин
169000;105012;230000;3130,3300;1,6;84;Бензин
100201;62262;470000;6396,7600;1,6;102;Бензин
89000;55302;384000;5226,2900;1,4;75;Бензин
51000;31690;690000;9390,9900;1,6;82;Бензин
100000;62137;430000;5852,3500;1,6;84;Бензин
0;0;979000;13324,3100;1,6;82;Бензин
98101;60957;635000;8642,4300;1,6;82;Бензин
108882;67656;550000;7485,5700;1,6;82;Бензин
215630;133986;380000;5171,8500;1,6;84;Бензин
118000;73322;380000;5171,8500;1,4;75;Бензин
92000;57166;545000;7417,5200;1,6;84;Бензин
39263;24397;799000;10874,4900;1,6;82;Бензин
117000;72700;440000;5988,4600;1,6;84;Бензин
0;0;715000;9731,2400;1,6;82;Бензин
175207;108869;395000;5376,0000;1,4;75;Бензин
99865;62053;649000;8832,9700;1,6;82;Бензин
0;0;983000;13378,7500;1,6;113;Бензин
0;0;648600;8827,5300;1,6;82;Бензин
0;0;916000;12466,8800;1,6;113;Бензин
0;0;1049000;14277,0200;1,6;102;Бензин
37000;22991;600000;8166,0800;1,6;84;Бензин
1;1;849900;11567,2500;1,6;82;Бензин
0;0;739000;10057,8800;1,6;113;Бензин
125800;78168;670000;9118,7900;1,6;102;Бензин
0;0;571000;7771,3800;1,6;113;Бензин
0;0;946000;12875,1800;1,6;102;Бензин
145613;90480;539000;7335,8600;1,6;113;Бензин
0;0;715000;9731,2400;1,6;82;Бензин
0;0;709000;9649,5800;1,6;82;Бензин
0;0;709000;9649,5800;1,6;82;Бензин
0;0;697000;9486,2600;1,6;82;Бензин
37000;22991;777000;10575,0700;1,6;82;Бензин
0;0;709000;9649,5800;1,6;82;Бензин
0;0;769000;10466,1900;1,6;102;Бензин
31150;19356;689000;9377,3800;1,6;82;Бензин
102368;63609;482100;6561,4400;1,6;103;Бензин
50395;31314;720000;9799,2900;1,6;82;Бензин
71376;44351;588000;8002,7500;1,6;102;Бензин
104718;65069;445000;6056,5100;1,6;84;Бензин
31727;19714;665000;9050,7300;1,6;113;Бензин
0;0;777000;10575,0700;1,6;82;Бензин
0;0;609000;8288,5700;1,6;113;Бензин
16415;10200;800000;10888,1000;1,6;82;Бензин
0;0;713000;9704,0200;1,6;102;Бензин
0;0;745000;10139,5400;1,6;113;Бензин
0;0;849000;11555,0000;1,6;82;Бензин
100000;62137;379000;5158,2400;1,6;84;Бензин
120214;74697;629000;8560,7700;1,6;102;Бензин
64165;39870;539000;7335,8600;1,6;103;Бензин
135446;84162;619900;8436,9200;1,6;82;Бензин
38715;24056;719000;9785,6800;1,6;82;Бензин
144727;89929;549000;7471,9600;1,6;82;Бензин
0;0;867000;11799,9800;1,6;82;Бензин
0;0;907000;12344,3900;1,6;113;Бензин
40000;24855;560000;7621,6700;1,6;102;Бензин
74000;45981;659000;8969,0700;1,6;82;Бензин
0;0;876000;11922,4700;1,6;82;Бензин
26099;16217;720000;9799,2900;1,6;82;Бензин
0;0;582000;7921,0900;1,6;82;Бензин
0;0;807000;10983,3700;1,6;82;Бензин
39000;24233;800000;10888,1000;1,6;102;Бензин
104000;64623;630000;8574,3800;1,6;82;Бензин
74000;45981;460000;6260,6600;1,4;75;Бензин
0;0;786000;10697,5600;1,6;82;Бензин
78860;49001;657000;8941,8500;1,6;82;Бензин
29108;18087;779000;10602,2900;1,6;82;Бензин
0;0;776000;10561,4600;1,6;82;Бензин
0;0;672000;9146,0100;1,6;113;Бензин
170000;105633;340000;4627,4400;1,6;84;Бензин
171000;106254;380000;5171,8500;1,6;84;Бензин
191575;119039;329000;4477,7300;1,6;84;Бензин
59089;36716;499750;6801,6600;1,6;84;Бензин
86500;53749;750000;10207,6000;1,6;102;Бензин
0;0;700600;9535,2500;1,6;113;Бензин
0;0;730600;9943,5600;1,6;102;Бензин
0;0;806400;10975,2100;1,6;102;Бензин
0;0;822400;11192,9700;1,6;102;Бензин
0;0;766400;10430,8000;1,6;113;Бензин
133376;82876;365000;4967,7000;1,4;75;Бензин
22000;13670;650000;8846,5800;1,6;113;Бензин
0;0;660600;8990,8500;1,6;82;Бензин
0;0;796400;10839,1100;1,6;102;Бензин
0;0;686600;9344,7100;1,6;102;Бензин
0;0;757200;10305,5900;1,6;113;Бензин
0;0;833100;11338,6000;1,6;113;Бензин
0;0;739600;10066,0500;1,6;102;Бензин
76000;47224;640000;8710,4800;1,6;102;Бензин
21000;13049;585000;7961,9200;1,6;82;Бензин
0;0;806400;10975,2100;1,6;102;Бензин
0;0;736400;10022,5000;1,6;82;Бензин
0;0;720600;9807,4600;1,6;102;Бензин
0;0;730600;9943,5600;1,6;102;Бензин
0;0;841100;11447,4800;1,6;113;Бензин
0;0;730600;9943,5600;1,6;102;Бензин
0;0;840000;11432,5100;1,6;82;Бензин
0;0;730600;9943,5600;1,6;102;Бензин
0;0;771300;10497,4900;1,6;102;Бензин
0;0;725300;9871,4300;1,6;113;Бензин
55702;34612;669000;9105,1700;1,6;102;Бензин
0;0;821000;11173,9100;1,6;82;Бензин
0;0;757200;10305,5900;1,6;113;Бензин
0;0;660600;8990,8500;1,6;82;Бензин
39409;24488;535000;7281,4200;1,6;82;Бензин
0;0;782300;10647,2000;1,6;113;Бензин
0;0;622000;8465,5000;1,6;82;Бензин
0;0;599000;8152,4700;1,6;82;Бензин
0;0;720600;9807,4600;1,6;102;Бензин
0;0;669300;9109,2600;1,6;102;Бензин
0;0;729600;9929,9500;1,6;102;Бензин
0;0;840000;11432,5100;1,6;82;Бензин
0;0;776400;10566,9000;1,6;113;Бензин
0;0;649300;8837,0600;1,6;113;Бензин
0;0;599300;8156,5500;1,6;82;Бензин
0;0;989000;13460,4200;1,6;102;Бензин
20000;12427;810000;11024,2000;1,6;102;Бензин
122843;76331;350000;4763,5400;1,4;75;Бензин
0;0;696600;9480,8100;1,6;113;Бензин
0;0;730600;9943,5600;1,6;102;Бензин
155000;96313;385000;5239,9000;1,4;75;Бензин
0;0;715300;9735,3200;1,6;113;Бензин
0;0;679300;9245,3600;1,6;102;Бензин
22000;13670;729000;9921,7800;1,6;82;Бензин
0;0;678300;9231,7500;1,6;102;Бензин
0;0;755300;10279,7300;1,6;102;Бензин
0;0;668300;9095,6500;1,6;102;Бензин
174643;108518;364000;4954,0900;1,6;84;Бензин
0;0;771300;10497,4900;1,6;102;Бензин
0;0;836000;11378,0700;1,6;82;Бензин
94500;58720;618000;8411,0600;1,6;82;Бензин
0;0;817000;11119,4700;1,6;82;Бензин
172776;107358;460000;6260,6600;1,6;84;Бензин
0;0;692300;9422,2900;1,6;102;Бензин
0;0;692300;9422,2900;1,6;102;Бензин
0;0;751000;10221,2100;1,6;82;Бензин
37255;23149;740000;10071,4900;1,6;113;Бензин
61225;38043;444600;6051,0600;1,6;103;Бензин
138000;85749;300000;4083,0400;1,4;75;Бензин
92000;57166;575000;7825,8200;1,6;82;Бензин
106000;65865;385000;5239,9000;1,6;84;Бензин
57000;35418;559900;7620,3100;1,6;84;Бензин
91000;56545;640000;8710,4800;1,6;82;Бензин
115000;71458;355000;4831,6000;1,6;84;Бензин
30000;18641;729000;9921,7800;1,6;82;Бензин
0;0;800000;10888,1000;1,6;113;Бензин
77120;47920;520000;7077,2700;1,6;82;Бензин
294000;182683;479900;6531,5000;1,6;84;Бензин
0;0;762300;10375,0000;1,6;82;Бензин
0;0;876000;11922,4700;1,6;82;Бензин
0;0;964000;13120,1600;1,6;113;Бензин
0;0;731300;9953,0900;1,6;82;Бензин
0;0;927000;12616,5900;1,6;102;Бензин
0;0;876000;11922,4700;1,6;82;Бензин
0;0;943000;12834,3500;1,6;82;Бензин
0;0;876000;11922,4700;1,6;82;Бензин
0;0;762300;10375,0000;1,6;82;Бензин
0;0;866000;11786,3700;1,6;82;Бензин
0;0;916000;12466,8800;1,6;113;Бензин
0;0;907000;12344,3900;1,6;113;Бензин
0;0;771300;10497,4900;1,6;82;Бензин
0;0;983000;13378,7500;1,6;113;Бензин
0;0;943000;12834,3500;1,6;82;Бензин
0;0;816000;11105,8600;1,6;82;Бензин
0;0;910000;12385,2200;1,6;102;Бензин
0;0;906000;12330,7800;1,6;113;Бензин
0;0;815400;11097,7000;1,6;113;Бензин
0;0;807000;10983,3700;1,6;82;Бензин
0;0;807300;10987,4600;1,6;113;Бензин
0;0;839700;11428,4200;1,6;82;Бензин
120000;74565;310000;4219,1400;1,4;75;Бензин
0;0;943000;12834,3500;1,6;82;Бензин
0;0;876000;11922,4700;1,6;82;Бензин
0;0;1013000;13787,0600;1,6;102;Бензин
0;0;943000;12834,3500;1,6;82;Бензин
0;0;1013000;13787,0600;1,6;102;Бензин
0;0;973000;13242,6500;1,6;113;Бензин
0;0;892000;12140,2300;1,6;102;Бензин
0;0;942000;12820,7400;1,6;102;Бензин
0;0;857000;11663,8800;1,6;82;Бензин
0;0;815400;11097,7000;1,6;113;Бензин
0;0;963000;13106,5500;1,6;113;Бензин
0;0;867000;11799,9800;1,6;82;Бензин
0;0;983000;13378,7500;1,6;113;Бензин
0;0;762300;10375,0000;1,6;82;Бензин
0;0;868221;11816,6000;1,6;113;Бензин
0;0;1086220;14783,5900;1,6;102;Бензин
0;0;792000;10779,2200;1,6;82;Бензин
0;0;948000;12902,4000;1,6;82;Бензин
0;0;1014520;13807,7500;1,6;113;Бензин
0;0;932000;12684,6400;1,6;82;Бензин
0;0;892000;12140,2300;1,6;82;Бензин
0;0;962504;13099,8000;1,6;102;Бензин
0;0;864221;11762,1600;1,6;113;Бензин
0;0;905000;12317,1600;1,6;113;Бензин
0;0;913000;12426,0500;1,6;102;Бензин
0;0;956621;13019,7300;1,6;102;Бензин
0;0;995000;13542,0800;1,6;113;Бензин
0;0;899900;12247,7500;1,6;113;Бензин
0;0;972750;13239,2500;1,6;113;Бензин
0;0;957000;13024,8900;1,6;102;Бензин
0;0;897000;12208,2800;1,6;113;Бензин
0;0;857000;11663,8800;1,6;82;Бензин
0;0;983000;13378,7500;1,6;113;Бензин
0;0;792000;10779,2200;1,6;82;Бензин
0;0;739400;10063,3300;1,6;82;Бензин
0;0;910000;12385,2200;1,6;102;Бензин
0;0;876000;11922,4700;1,6;82;Бензин
0;0;747570;10174,5200;1,6;82;Бензин
0;0;687000;9350,1600;1,6;82;Бензин
0;0;786780;10708,1800;1,6;113;Бензин
0;0;832218;11326,5900;1,6;102;Бензин
0;0;774080;10535,3300;1,6;82;Бензин
0;0;833000;11337,2400;1,6;102;Бензин
46428;28849;535000;7281,4200;1,2;75;Бензин
34000;21127;760000;10343,7000;1,6;113;Бензин
22000;13670;760000;10343,7000;1,6;113;Бензин
82000;50952;470000;6396,7600;1,6;102;Бензин
154663;96103;415000;5648,2000;1,6;84;Бензин
40000;24855;755000;10275,6500;1,6;102;Бензин
0;0;696000;9472,6500;1,6;102;Бензин
0;0;760000;10343,7000;1,6;82;Бензин
106000;65865;330000;4491,3400;1,6;84;Бензин
0;0;866000;11786,3700;1,6;102;Бензин
82400;51201;655000;8914,6300;1,6;82;Бензин
36648;22772;715000;9731,2400;1,6;82;Бензин
0;0;889000;12099,4000;1,6;113;Бензин
33500;20816;675000;9186,8400;1,6;82;Бензин
60962;37880;858000;11677,4900;1,6;113;Бензин
9600;5965;830000;11296,4100;1,6;82;Бензин
0;0;825586;11236,3300;1,6;82;Бензин
0;0;786000;10697,5600;1,6;82;Бензин
59827;37175;859000;11691,1000;1,6;113;Бензин
0;0;889000;12099,4000;1,6;113;Бензин
46000;28583;540000;7349,4700;1,6;82;Бензин
172088;106930;450000;6124,5600;1,6;102;Бензин
0;0;764300;10402,2200;1,6;82;Бензин
0;0;757000;10302,8700;1,6;102;Бензин
0;0;796000;10833,6600;1,6;82;Бензин
0;0;866000;11786,3700;1,6;102;Бензин
0;0;816000;11105,8600;1,6;113;Бензин
55000;34175;719990;9799,1600;1,6;82;Бензин
110600;68724;340000;4627,4400;1,4;75;Бензин
28000;17398;619000;8424,6700;1,6;82;Бензин
91000;56545;670000;9118,7900;1,6;82;Бензин
22000;13670;675000;9186,8400;1,6;82;Бензин
0;0;757000;10302,8700;1,6;102;Бензин
0;0;784000;10670,3400;1,6;113;Бензин
0;0;687000;9350,1600;1,6;82;Бензин
62057;38560;550000;7485,5700;1,6;84;Бензин
0;0;814563;11086,3100;1,6;113;Бензин
31000;19263;695000;9459,0400;1,6;102;Бензин
58000;36040;630000;8574,3800;1,6;113;Бензин
0;0;891064;12127,4900;1,6;102;Бензин
0;0;814563;11086,3100;1,6;113;Бензин
0;0;685000;9322,9400;1,6;113;Бензин
43801;27217;599000;8152,4700;1,6;82;Бензин
0;0;915374;12458,3600;1,6;102;Бензин
4123;2562;820000;11160,3000;1,6;82;Бензин
0;0;675000;9186,8400;1,6;113;Бензин
38600;23985;750000;10207,6000;1,6;82;Бензин
83600;51947;417000;5675,4200;1,6;84;Бензин
63715;39591;537000;7308,6400;1,6;102;Бензин
0;0;845367;11505,5500;1,6;102;Бензин
110000;68351;447000;6083,7300;1,6;82;Бензин
0;0;715000;9731,2400;1,6;113;Бензин
92300;57353;679000;9241,2800;1,6;113;Бензин
55693;34606;829000;11282,8000;1,6;82;Бензин
31630;19654;765000;10411,7500;1,6;102;Бензин
85000;52817;510000;6941,1600;1,6;82;Бензин
120000;74565;349000;4749,9300;1,6;84;Бензин
0;0;733000;9976,2200;1,6;82;Бензин
85000;52817;677000;9214,0600;1,6;82;Бензин
65000;40389;699000;9513,4800;1,6;113;Бензин
117296;72884;435000;5920,4100;1,4;75;Бензин
79000;49088;689900;9389,6300;1,6;113;Бензин
0;0;669300;9109,2600;1,6;102;Бензин
26000;16156;812000;11051,4200;1,6;102;Бензин
0;0;658300;8959,5500;1,6;113;Бензин
0;0;688300;9367,8500;1,6;102;Бензин
0;0;658300;8959,5500;1,6;113;Бензин
0;0;618300;8415,1400;1,6;82;Бензин
0;0;688300;9367,8500;1,6;102;Бензин
0;0;599300;8156,5500;1,6;82;Бензин
0;0;701300;9544,7800;1,6;82;Бензин
0;0;609300;8292,6500;1,6;82;Бензин
0;0;649300;8837,0600;1,6;113;Бензин
0;0;652300;8877,8900;1,6;113;Бензин
0;0;798000;10860,8800;1,6;113;Бензин
0;0;669300;9109,2600;1,6;102;Бензин
0;0;784000;10670,3400;1,6;102;Бензин
88000;54681;487000;6628,1300;1,6;84;Бензин
0;0;675300;9190,9200;1,6;82;Бензин
174781;108604;429000;5838,7400;1,6;84;Бензин
0;0;599300;8156,5500;1,6;82;Бензин
0;0;745200;10142,2700;1,6;82;Бензин
0;0;861200;11721,0400;1,6;113;Бензин
0;0;685300;9327,0200;1,6;82;Бензин
0;0;685300;9327,0200;1,6;82;Бензин
0;0;784000;10670,3400;1,6;102;Бензин
0;0;637000;8669,6500;1,6;82;Бензин
0;0;618300;8415,1400;1,6;82;Бензин
0;0;580300;7897,9600;1,6;82;Бензин
0;0;688300;9367,8500;1,6;102;Бензин
0;0;649300;8837,0600;1,6;113;Бензин
